regularization,gamma,kernel,stopwords,n_grams,err,time
2,0.1,sigmoid,None,1,0.505365364559553,0.7780309518178304
2.5,1e-05,linear,None,1,0.6124233526572586,1.4706466992696126
2.5,1e-05,poly,None,1,0.24781783451651332,1.2823106447855632
2.5,1e-05,rbf,None,1,0.25133129534761556,1.4591606458028157
2.5,1e-05,sigmoid,None,1,0.24781783451651332,1.4678514003753662
2.5,0.0001,linear,None,1,0.6124233526572586,1.4653431574503581
2.5,0.0001,poly,None,1,0.2651451599084059,1.5197983582814534
2.5,0.0001,rbf,None,1,0.5515525368098867,1.5488553841908772
2.5,0.0001,sigmoid,None,1,0.6028171012422313,1.5509079297383626
2.5,0.001,linear,None,1,0.6124233526572586,1.467058579126994
2.5,0.001,poly,None,1,0.3049239296914674,1.68886399269104
2.5,0.001,rbf,None,1,0.3511145942421303,1.5852371056874592
2.5,0.001,sigmoid,None,1,0.5760528101613621,0.8680430253346761
2.5,0.01,linear,None,1,0.6124233526572586,1.4565540154774983
2.5,0.01,poly,None,1,0.301877934977622,1.6949787139892578
2.5,0.01,rbf,None,1,0.28382052700824373,1.9083764553070068
2.5,0.01,sigmoid,None,1,0.6118385823029892,0.6959653695424398
2.5,0.1,linear,None,1,0.6124233526572586,1.461578369140625
2.5,0.1,poly,None,1,0.301877934977622,1.691422939300537
2.5,0.1,rbf,None,1,0.2596280598331056,1.6152010758717854
2.5,0.1,sigmoid,None,1,0.49466218865632605,0.7690382798512777
3,1e-05,linear,None,1,0.6124456135536344,1.4598847230275471
3,1e-05,poly,None,1,0.24781783451651332,1.2937567234039307
3,1e-05,rbf,None,1,0.2669009342543675,1.4676960309346516
3,1e-05,sigmoid,None,1,0.24781783451651332,1.468319336573283
3,0.0001,linear,None,1,0.6124456135536344,1.4639569918314617
3,0.0001,poly,None,1,0.2666972928325156,1.5237147013346355
3,0.0001,rbf,None,1,0.5525933397648998,1.5469839572906494
3,0.0001,sigmoid,None,1,0.6032581965967599,1.5619316101074219
3,0.001,linear,None,1,0.6124456135536344,1.4598289330800374
3,0.001,poly,None,1,0.3113278502468568,1.6898990472157795
3,0.001,rbf,None,1,0.3511145942421303,1.5955311457316081
3,0.001,sigmoid,None,1,0.5708052772454217,0.8585054079691569
3,0.01,linear,None,1,0.6124456135536344,1.4610238869984944
3,0.01,poly,None,1,0.301877934977622,1.6941696802775066
3,0.01,rbf,None,1,0.28382052700824373,1.922655979792277
3,0.01,sigmoid,None,1,0.6138723766499959,0.6918562253316244
3,0.1,linear,None,1,0.6124456135536344,1.4575035572052002
3,0.1,poly,None,1,0.301877934977622,1.7010853290557861
3,0.1,rbf,None,1,0.2596280598331056,1.6133542855580647
3,0.1,sigmoid,None,1,0.48694091624215213,0.7751966317494711
0.01,1e-05,linear,None,2,0.5590592736825385,2.0284266471862793
0.01,1e-05,poly,None,2,0.24781783451651332,1.6245396137237549
0.01,1e-05,rbf,None,2,0.24781783451651332,2.016589323679606
0.01,1e-05,sigmoid,None,2,0.24781783451651332,1.9896773497263591
0.01,0.0001,linear,None,2,0.5590592736825385,2.032019058863322
0.01,0.0001,poly,None,2,0.2575273039779231,2.091607173283895
0.01,0.0001,rbf,None,2,0.24781783451651332,2.0548271338144937
0.01,0.0001,sigmoid,None,2,0.24781783451651332,1.9809579849243164
0.01,0.001,linear,None,2,0.5590592736825385,2.025773763656616
0.01,0.001,poly,None,2,0.19192072389981205,2.301737149556478
0.01,0.001,rbf,None,2,0.24781783451651332,2.2989166577657065
0.01,0.001,sigmoid,None,2,0.24781783451651332,1.567342201868693
0.01,0.01,linear,None,2,0.5590592736825385,2.0399158000946045
0.01,0.01,poly,None,2,0.2566187737552887,2.3169079621632895
0.01,0.01,rbf,None,2,0.24781783451651332,2.1297895113627114
0.01,0.01,sigmoid,None,2,0.24839023489107728,1.553055206934611
0.01,0.1,linear,None,2,0.5590592736825385,2.0302430788675943
0.01,0.1,poly,None,2,0.2566187737552887,2.3183833758036294
0.01,0.1,rbf,None,2,0.24781783451651332,2.0083136558532715
0.01,0.1,sigmoid,None,2,0.2495346952107371,1.5761611461639404
0.1,1e-05,linear,None,2,0.5590592736825385,2.0990522702534995
0.1,1e-05,poly,None,2,0.24781783451651332,1.947951316833496
0.1,1e-05,rbf,None,2,0.24781783451651332,2.052889267603556
0.1,1e-05,sigmoid,None,2,0.24781783451651332,2.051541328430176
0.1,0.0001,linear,None,2,0.5590592736825385,2.0750627517700195
0.1,0.0001,poly,None,2,0.2789890958533425,2.191685438156128
0.1,0.0001,rbf,None,2,0.24781783451651332,2.0874392986297607
0.1,0.0001,sigmoid,None,2,0.24781783451651332,2.0283040205637612
0.1,0.001,linear,None,2,0.5590592736825385,2.035250504811605
0.1,0.001,poly,None,2,0.24850214746915703,2.315572500228882
0.1,0.001,rbf,None,2,0.24781783451651332,2.398445208867391
0.1,0.001,sigmoid,None,2,0.3316799201249126,1.57615860303243
0.1,0.01,linear,None,2,0.5590592736825385,2.0384163856506348
0.1,0.01,poly,None,2,0.2566187737552887,2.31890074412028
0.1,0.01,rbf,None,2,0.24781783451651332,2.1818559964497886
0.1,0.01,sigmoid,None,2,0.598571973912981,1.4835433959960938
0.1,0.1,linear,None,2,0.5590592736825385,2.0370336373647056
0.1,0.1,poly,None,2,0.2566187737552887,2.320332686106364
0.1,0.1,rbf,None,2,0.24781783451651332,2.0268712043762207
0.1,0.1,sigmoid,None,2,0.500266231211807,1.4369329611460369
0.25,1e-05,linear,None,2,0.5590592736825385,2.0500303904215493
0.25,1e-05,poly,None,2,0.24781783451651332,2.0261379877726235
0.25,1e-05,rbf,None,2,0.24781783451651332,2.0621569951375327
0.25,1e-05,sigmoid,None,2,0.24781783451651332,2.0580506324768066
0.25,0.0001,linear,None,2,0.5590592736825385,2.034593105316162
0.25,0.0001,poly,None,2,0.28154782708539927,2.214209238688151
0.25,0.0001,rbf,None,2,0.25814180860358443,2.0822602113087973
0.25,0.0001,sigmoid,None,2,0.25795566795396624,2.058565298716227
0.25,0.001,linear,None,2,0.5590592736825385,2.035147031148275
0.25,0.001,poly,None,2,0.2585806117912701,2.316999912261963
0.25,0.001,rbf,None,2,0.25795566795396624,3.114375591278076
0.25,0.001,sigmoid,None,2,0.5964751401555185,1.7835699717203777
0.25,0.01,linear,None,2,0.5590592736825385,2.3559580643971763
0.25,0.01,poly,None,2,0.2566187737552887,2.6828366120656333
0.25,0.01,rbf,None,2,0.2551648853597331,2.356067419052124
0.25,0.01,sigmoid,None,2,0.6191134390045251,1.5115672747294109
0.25,0.1,linear,None,2,0.5590592736825385,2.158495823542277
0.25,0.1,poly,None,2,0.2566187737552887,2.51342765490214
0.25,0.1,rbf,None,2,0.2551648853597331,2.364984671274821
0.25,0.1,sigmoid,None,2,0.4940844720613809,1.3580294450124104
0.5,1e-05,linear,None,2,0.5590592736825385,2.1369080543518066
0.5,1e-05,poly,None,2,0.24781783451651332,2.1289936701456704
0.5,1e-05,rbf,None,2,0.24781783451651332,2.269074281056722
0.5,1e-05,sigmoid,None,2,0.24781783451651332,2.149234135945638
0.5,0.0001,linear,None,2,0.5590592736825385,2.15639066696167
0.5,0.0001,poly,None,2,0.28389432776145906,2.30253537495931
0.5,0.0001,rbf,None,2,0.28661009636161666,2.1796486377716064
0.5,0.0001,sigmoid,None,2,0.35644989791529347,2.1860269705454507
0.5,0.001,linear,None,2,0.5590592736825385,2.152909437815348
0.5,0.001,poly,None,2,0.2566187737552887,2.4447220166524253
0.5,0.001,rbf,None,2,0.25795566795396624,2.6727685928344727
0.5,0.001,sigmoid,None,2,0.6124146365595029,1.5442477067311604
0.5,0.01,linear,None,2,0.5590592736825385,2.135547717412313
0.5,0.01,poly,None,2,0.2566187737552887,2.3246070543924966
0.5,0.01,rbf,None,2,0.25795566795396624,2.2243142127990723
0.5,0.01,sigmoid,None,2,0.6150349049925296,1.2329804102579753
0.5,0.1,linear,None,2,0.5590592736825385,2.038355509440104
0.5,0.1,poly,None,2,0.2566187737552887,2.3247100512186685
0.5,0.1,rbf,None,2,0.25795566795396624,2.057597001393636
0.5,0.1,sigmoid,None,2,0.4783724831849572,1.2099533875783284
0.75,1e-05,linear,None,2,0.5590592736825385,2.032579263051351
0.75,1e-05,poly,None,2,0.24781783451651332,2.039496421813965
0.75,1e-05,rbf,None,2,0.24781783451651332,2.0854174296061196
0.75,1e-05,sigmoid,None,2,0.24781783451651332,2.0810533364613852
0.75,0.0001,linear,None,2,0.5590592736825385,2.0306830406188965
0.75,0.0001,poly,None,2,0.2878783444111755,2.248214324315389
0.75,0.0001,rbf,None,2,0.3050685020026063,2.109694321950277
0.75,0.0001,sigmoid,None,2,0.5139690145369608,2.086745341618856
0.75,0.001,linear,None,2,0.5590592736825385,2.0301910241444907
0.75,0.001,poly,None,2,0.2566187737552887,2.3195720513661704
0.75,0.001,rbf,None,2,0.26286463361974616,2.4843759536743164
0.75,0.001,sigmoid,None,2,0.5982603374130046,1.3484620253245037
0.75,0.01,linear,None,2,0.5590592736825385,2.0256359577178955
0.75,0.01,poly,None,2,0.2566187737552887,2.3187638918558755
0.75,0.01,rbf,None,2,0.25967062534292834,2.185494581858317
0.75,0.01,sigmoid,None,2,0.6040794563640937,1.1671541531880696
0.75,0.1,linear,None,2,0.5590592736825385,2.052552064259847
0.75,0.1,poly,None,2,0.2566187737552887,2.36129093170166
0.75,0.1,rbf,None,2,0.25795566795396624,2.0571224689483643
0.75,0.1,sigmoid,None,2,0.4817519667367239,1.1532713572184246
1,1e-05,linear,None,2,0.5590592736825385,2.0329689184824624
1,1e-05,poly,None,2,0.24781783451651332,2.056788603464762
1,1e-05,rbf,None,2,0.24953447120549874,2.085294167200724
1,1e-05,sigmoid,None,2,0.24781783451651332,2.0859340031941733
1,0.0001,linear,None,2,0.5590592736825385,2.0339996019999185
1,0.0001,poly,None,2,0.2689514882617629,2.245065212249756
1,0.0001,rbf,None,2,0.3358786949211714,2.1204169591267905
1,0.0001,sigmoid,None,2,0.5636766691842178,2.087030013402303
1,0.001,linear,None,2,0.5590592736825385,2.036677440007528
1,0.001,poly,None,2,0.2566187737552887,2.32057253519694
1,0.001,rbf,None,2,0.2657034423489965,2.498338301976522
1,0.001,sigmoid,None,2,0.5848611649843394,1.3051188786824544
1,0.01,linear,None,2,0.5590592736825385,2.028301397959391
1,0.01,poly,None,2,0.2566187737552887,2.3219382762908936
1,0.01,rbf,None,2,0.2605740883482251,2.2106082439422607
1,0.01,sigmoid,None,2,0.6092919069163129,1.1545215447743733
1,0.1,linear,None,2,0.5590592736825385,2.026561419169108
1,0.1,poly,None,2,0.2566187737552887,2.3428866068522134
1,0.1,rbf,None,2,0.25852518447335715,2.0707765420277915
1,0.1,sigmoid,None,2,0.47730223861483667,1.1435527006785076
1.1,1e-05,linear,None,2,0.5590592736825385,2.0320889949798584
1.1,1e-05,poly,None,2,0.24781783451651332,2.0683732827504477
1.1,1e-05,rbf,None,2,0.25470215234163157,2.079293966293335
1.1,1e-05,sigmoid,None,2,0.24781783451651332,2.0912899176279702
1.1,0.0001,linear,None,2,0.5590592736825385,2.034916321436564
1.1,0.0001,poly,None,2,0.26788669331359166,2.2482313315073648
1.1,0.0001,rbf,None,2,0.3426535096216266,2.133162021636963
1.1,0.0001,sigmoid,None,2,0.5700781274754682,2.09433380762736
1.1,0.001,linear,None,2,0.5590592736825385,2.0266880989074707
1.1,0.001,poly,None,2,0.2566187737552887,2.326474110285441
1.1,0.001,rbf,None,2,0.2657034423489965,2.514944632848104
1.1,0.001,sigmoid,None,2,0.5836114661564066,1.2803046703338623
1.1,0.01,linear,None,2,0.5590592736825385,2.023651917775472
1.1,0.01,poly,None,2,0.2566187737552887,2.3302179177602134
1.1,0.01,rbf,None,2,0.26169536303062846,2.2048932711283364
1.1,0.01,sigmoid,None,2,0.6090638867697142,1.116676966349284
1.1,0.1,linear,None,2,0.5590592736825385,2.0280583699544272
1.1,0.1,poly,None,2,0.2566187737552887,2.3248024781545005
1.1,0.1,rbf,None,2,0.25852518447335715,2.080298582712809
1.1,0.1,sigmoid,None,2,0.46778772259378804,1.1387073198954265
1.5,1e-05,linear,None,2,0.5590592736825385,2.034334659576416
1.5,1e-05,poly,None,2,0.24781783451651332,2.0823442935943604
1.5,1e-05,rbf,None,2,0.28702806329945413,2.084238052368164
1.5,1e-05,sigmoid,None,2,0.2519022236650507,2.0939853191375732
1.5,0.0001,linear,None,2,0.5590592736825385,2.0270164807637534
1.5,0.0001,poly,None,2,0.2694249075892113,2.264547268549601
1.5,0.0001,rbf,None,2,0.35153297371498066,2.1741939385732016
1.5,0.0001,sigmoid,None,2,0.5702317136568334,2.1272240479787192
1.5,0.001,linear,None,2,0.5590592736825385,2.027096668879191
1.5,0.001,poly,None,2,0.2566187737552887,2.3197689851125083
1.5,0.001,rbf,None,2,0.2673653585447498,2.669098695119222
1.5,0.001,sigmoid,None,2,0.5774761570293582,1.238762378692627
1.5,0.01,linear,None,2,0.5590592736825385,2.0278376738230386
1.5,0.01,poly,None,2,0.2566187737552887,2.3173046906789145
1.5,0.01,rbf,None,2,0.26281766707723464,2.2626949151357016
1.5,0.01,sigmoid,None,2,0.6021644183338433,1.0804131825764973
1.5,0.1,linear,None,2,0.5590592736825385,2.026913324991862
1.5,0.1,poly,None,2,0.2566187737552887,2.316429297129313
1.5,0.1,rbf,None,2,0.25852518447335715,2.1289347807566323
1.5,0.1,sigmoid,None,2,0.46811603445,1.12240465482076
2,1e-05,linear,None,2,0.5590592736825385,2.028109629948934
2,1e-05,poly,None,2,0.24781783451651332,2.0527050495147705
2,1e-05,rbf,None,2,0.3302086419246399,2.1153066158294678
2,1e-05,sigmoid,None,2,0.28138827669119243,2.0965099334716797
2,0.0001,linear,None,2,0.5590592736825385,2.0283966064453125
2,0.0001,poly,None,2,0.2982240169197488,2.2799219290415444
2,0.0001,rbf,None,2,0.35056100264650386,2.15980593363444
2,0.0001,sigmoid,None,2,0.566546584419145,2.1387826601664224
2,0.001,linear,None,2,0.5590592736825385,2.034156243006388
2,0.001,poly,None,2,0.2566187737552887,2.313345273335775
2,0.001,rbf,None,2,0.2673653585447498,2.694086949030558
2,0.001,sigmoid,None,2,0.5685290353805116,1.1746496359507244
2,0.01,linear,None,2,0.5590592736825385,2.0303537050882974
2,0.01,poly,None,2,0.2566187737552887,2.312319358189901
2,0.01,rbf,None,2,0.26286398061547245,2.274503548940023
2,0.01,sigmoid,None,2,0.6036861256135583,1.0650728543599446
2,0.1,linear,None,2,0.5590592736825385,2.035519997278849
2,0.1,poly,None,2,0.2566187737552887,2.321113348007202
2,0.1,rbf,None,2,0.25852518447335715,2.1420370737711587
2,0.1,sigmoid,None,2,0.4710513722762661,1.1039499441782634
2.5,1e-05,linear,None,2,0.5590592736825385,2.025252024332682
2.5,1e-05,poly,None,2,0.24781783451651332,2.0678675969441733
2.5,1e-05,rbf,None,2,0.43228843780419696,2.13197390238444
2.5,1e-05,sigmoid,None,2,0.30851835677665407,2.1160171826680503
2.5,0.0001,linear,None,2,0.5590592736825385,2.0290187199910483
2.5,0.0001,poly,None,2,0.21847221214655635,2.264007806777954
2.5,0.0001,rbf,None,2,0.34889805961761117,2.157367388407389
2.5,0.0001,sigmoid,None,2,0.5677846153069251,2.1366297403971353
2.5,0.001,linear,None,2,0.5590592736825385,2.0349789460500083
2.5,0.001,poly,None,2,0.2566187737552887,2.3159820238749185
2.5,0.001,rbf,None,2,0.2673653585447498,2.7031637032826743
2.5,0.001,sigmoid,None,2,0.5517046187597706,1.1512176195780437
2.5,0.01,linear,None,2,0.5590592736825385,2.035468657811483
