regularization,gamma,kernel,stopwords,n_grams,err,time
0.01,0.1,poly,None,2,0.19227961569877428,5.043956279754639
0.01,0.1,rbf,None,2,0.2551648853597331,7.391003131866455
0.01,0.1,sigmoid,None,2,0.3902114670328401,6.431679964065552
0.1,1e-05,linear,None,2,0.5590592736825385,3.5665663878122964
0.1,1e-05,poly,None,2,0.2600714810691944,5.655304034550984
0.1,1e-05,rbf,None,2,0.2914937043974992,5.397288958231608
0.1,1e-05,sigmoid,None,2,0.2686368746136427,5.769942998886108
0.1,0.0001,linear,None,2,0.5590592736825385,3.5300742785135903
0.1,0.0001,poly,None,2,0.19952452738559104,5.161159038543701
0.1,0.0001,rbf,None,2,0.30845008280657527,5.014178832372029
0.1,0.0001,sigmoid,None,2,0.2613763174584795,4.8093366622924805
0.1,0.001,linear,None,2,0.5590592736825385,3.529147466023763
0.1,0.001,poly,None,2,0.19084121196353165,4.942925930023193
0.1,0.001,rbf,None,2,0.2563294449298633,5.749909083048503
0.1,0.001,sigmoid,None,2,0.49352154540301685,4.689904689788818
0.1,0.01,linear,None,2,0.5590592736825385,4.522799650828044
0.1,0.01,poly,None,2,0.19227961569877428,5.196631749471028
0.1,0.01,rbf,None,2,0.25349011712023334,5.826056957244873
0.1,0.01,sigmoid,None,2,0.615835293513805,3.153796593348185
0.1,0.1,linear,None,2,0.5590592736825385,3.550175905227661
0.1,0.1,poly,None,2,0.19227961569877428,4.8295219739278155
0.1,0.1,rbf,None,2,0.2551648853597331,5.537169297536214
0.1,0.1,sigmoid,None,2,0.40901951537320186,3.2720754146575928
0.25,1e-05,linear,None,2,0.5590592736825385,3.53725528717041
0.25,1e-05,poly,None,2,0.2600714810691944,5.609296719233195
0.25,1e-05,rbf,None,2,0.2974033668676091,4.835118929545085
0.25,1e-05,sigmoid,None,2,0.2686368746136427,5.593746980031331
0.25,0.0001,linear,None,2,0.5590592736825385,3.5389896233876548
0.25,0.0001,poly,None,2,0.16039467967440982,5.4924460252126055
0.25,0.0001,rbf,None,2,0.3120707620587118,4.778227965037028
0.25,0.0001,sigmoid,None,2,0.29587877235407317,4.292150656382243
0.25,0.001,linear,None,2,0.5590592736825385,3.542123635609945
0.25,0.001,poly,None,2,0.19034499693013585,4.892509539922078
0.25,0.001,rbf,None,2,0.2602630356872759,5.810136000315349
0.25,0.001,sigmoid,None,2,0.6225183376854991,2.9827170372009277
0.25,0.01,linear,None,2,0.5590592736825385,3.551794687906901
0.25,0.01,poly,None,2,0.19227961569877428,4.899187008539836
0.25,0.01,rbf,None,2,0.25795566795396624,5.80643097559611
0.25,0.01,sigmoid,None,2,0.6014552682784463,2.6778975327809653
0.25,0.1,linear,None,2,0.5590592736825385,3.5291170279184976
0.25,0.1,poly,None,2,0.19227961569877428,4.830763975779216
0.25,0.1,rbf,None,2,0.25795566795396624,5.58400837580363
0.25,0.1,sigmoid,None,2,0.38406911989042597,2.945640961329142
0.5,1e-05,linear,None,2,0.5590592736825385,3.5378757317860923
0.5,1e-05,poly,None,2,0.2600714810691944,5.621582587560018
0.5,1e-05,rbf,None,2,0.3062632311083698,4.602115948994954
0.5,1e-05,sigmoid,None,2,0.2696614385925289,5.239461183547974
0.5,0.0001,linear,None,2,0.5590592736825385,3.540414253870646
0.5,0.0001,poly,None,2,0.18620328041892806,4.931915362675984
0.5,0.0001,rbf,None,2,0.3225814420556325,4.843739906946818
0.5,0.0001,sigmoid,None,2,0.47014278852906183,4.057681322097778
0.5,0.001,linear,None,2,0.5590592736825385,3.5386759440104165
0.5,0.001,poly,None,2,0.19227961569877428,4.8228786786397295
0.5,0.001,rbf,None,2,0.26042438958204334,5.736902395884196
0.5,0.001,sigmoid,None,2,0.593637420351181,2.5769829750061035
0.5,0.01,linear,None,2,0.5590592736825385,3.5332818031311035
0.5,0.01,poly,None,2,0.19227961569877428,4.883868058522542
0.5,0.01,rbf,None,2,0.2578455216739806,5.8159339427948
0.5,0.01,sigmoid,None,2,0.5892465429840842,2.362415393193563
0.5,0.1,linear,None,2,0.5590592736825385,3.5350608030954995
0.5,0.1,poly,None,2,0.19227961569877428,4.827566385269165
0.5,0.1,rbf,None,2,0.25795566795396624,5.591554085413615
0.5,0.1,sigmoid,None,2,0.3809968797471785,2.7744369506835938
0.75,1e-05,linear,None,2,0.5590592736825385,3.538201332092285
0.75,1e-05,poly,None,2,0.2600714810691944,5.629997491836548
0.75,1e-05,rbf,None,2,0.3234713222432029,4.485715230305989
0.75,1e-05,sigmoid,None,2,0.2722524091008091,5.010908444722493
0.75,0.0001,linear,None,2,0.5590592736825385,3.5544350941975913
0.75,0.0001,poly,None,2,0.19073317427305095,5.033983548482259
0.75,0.0001,rbf,None,2,0.34238189696293886,5.164820671081543
0.75,0.0001,sigmoid,None,2,0.5503926986654409,4.066315650939941
0.75,0.001,linear,None,2,0.5590592736825385,3.5456326007843018
0.75,0.001,poly,None,2,0.19227961569877428,4.826939582824707
0.75,0.001,rbf,None,2,0.2675715518947441,5.87560232480367
0.75,0.001,sigmoid,None,2,0.5838939353210165,2.4247573216756186
0.75,0.01,linear,None,2,0.5590592736825385,3.5435550212860107
0.75,0.01,poly,None,2,0.19227961569877428,4.885104656219482
0.75,0.01,rbf,None,2,0.2619743400075687,5.866631189982097
0.75,0.01,sigmoid,None,2,0.5813058130650285,2.2765122254689536
0.75,0.1,linear,None,2,0.5590592736825385,3.5424956480662027
0.75,0.1,poly,None,2,0.19227961569877428,4.829516410827637
0.75,0.1,rbf,None,2,0.25852518447335715,5.642042875289917
0.75,0.1,sigmoid,None,2,0.3781789480845496,2.7392157713572183
1,1e-05,linear,None,2,0.5590592736825385,3.5450541973114014
1,1e-05,poly,None,2,0.2600714810691944,5.621039470036824
1,1e-05,rbf,None,2,0.36001195667487434,4.3542836507161455
1,1e-05,sigmoid,None,2,0.2795298091757284,4.829994757970174
1,0.0001,linear,None,2,0.5590592736825385,3.58113694190979
1,0.0001,poly,None,2,0.19058990292394815,4.9233996868133545
1,0.0001,rbf,None,2,0.3534438420313972,5.393911361694336
1,0.0001,sigmoid,None,2,0.5718407030957445,4.1417460441589355
1,0.001,linear,None,2,0.5590592736825385,3.53967014948527
1,0.001,poly,None,2,0.19227961569877428,4.8286393483479815
1,0.001,rbf,None,2,0.2703896265676844,6.240329106648763
1,0.001,sigmoid,None,2,0.5690079243231412,2.2771875858306885
1,0.01,linear,None,2,0.5590592736825385,3.533907969792684
1,0.01,poly,None,2,0.19227961569877428,4.880776564280192
1,0.01,rbf,None,2,0.2642293672487425,6.0703723430633545
1,0.01,sigmoid,None,2,0.5773479352367663,2.2060800393422446
1,0.1,linear,None,2,0.5590592736825385,3.548462390899658
1,0.1,poly,None,2,0.19227961569877428,4.833467960357666
1,0.1,rbf,None,2,0.26024019389333647,5.7918626467386884
1,0.1,sigmoid,None,2,0.3777033550812332,2.725243012110392
1.1,1e-05,linear,None,2,0.5590592736825385,3.5595831076304116
1.1,1e-05,poly,None,2,0.2600714810691944,5.632800261179606
1.1,1e-05,rbf,None,2,0.3691738800686159,4.435644308725993
1.1,1e-05,sigmoid,None,2,0.2862780297662044,4.799905935923259
1.1,0.0001,linear,None,2,0.5590592736825385,3.5761019388834634
1.1,0.0001,poly,None,2,0.19009286382441234,4.930394331614177
1.1,0.0001,rbf,None,2,0.35775366955686844,5.638163169225057
1.1,0.0001,sigmoid,None,2,0.5708736149991412,4.040048758188884
1.1,0.001,linear,None,2,0.5590592736825385,3.5383242766062417
1.1,0.001,poly,None,2,0.19227961569877428,4.829224983851115
1.1,0.001,rbf,None,2,0.2713020539868601,6.279949029286702
1.1,0.001,sigmoid,None,2,0.5648561283936299,2.2445918718973794
1.1,0.01,linear,None,2,0.5590592736825385,3.5389370918273926
1.1,0.01,poly,None,2,0.19227961569877428,4.8885237375895185
1.1,0.01,rbf,None,2,0.2642293672487425,6.1398890018463135
1.1,0.01,sigmoid,None,2,0.5753472549426885,2.1680893103281655
1.1,0.1,linear,None,2,0.5590592736825385,3.5436204274495444
1.1,0.1,poly,None,2,0.19227961569877428,4.857862710952759
1.1,0.1,rbf,None,2,0.26000777578736184,5.94536034266154
1.1,0.1,sigmoid,None,2,0.37558138572707045,2.6982456843058267
1.5,1e-05,linear,None,2,0.5590592736825385,3.5475982824961343
1.5,1e-05,poly,None,2,0.2600714810691944,5.623768091201782
1.5,1e-05,rbf,None,2,0.4092020542262564,4.351298650105794
1.5,1e-05,sigmoid,None,2,0.3260833696561833,4.699706077575684
1.5,0.0001,linear,None,2,0.5590592736825385,3.543013095855713
1.5,0.0001,poly,None,2,0.18959410390152295,4.853795528411865
1.5,0.0001,rbf,None,2,0.3649933424291334,5.4456437428792315
1.5,0.0001,sigmoid,None,2,0.572221739000396,4.17325234413147
1.5,0.001,linear,None,2,0.5590592736825385,3.5627077420552573
1.5,0.001,poly,None,2,0.19227961569877428,4.838184038798015
1.5,0.001,rbf,None,2,0.27126109075166793,6.407412846883138
1.5,0.001,sigmoid,None,2,0.5574504415001681,2.115241289138794
1.5,0.01,linear,None,2,0.5590592736825385,3.55090069770813
1.5,0.01,poly,None,2,0.19227961569877428,5.164000749588013
1.5,0.01,rbf,None,2,0.2642293672487425,6.128477732340495
1.5,0.01,sigmoid,None,2,0.5654918180203752,2.0973636309305825
1.5,0.1,linear,None,2,0.5590592736825385,3.5413495699564614
1.5,0.1,poly,None,2,0.19227961569877428,4.898228406906128
1.5,0.1,rbf,None,2,0.26000777578736184,5.822314421335856
1.5,0.1,sigmoid,None,2,0.3783295793431381,2.6917808055877686
2,1e-05,linear,None,2,0.5590592736825385,3.544495423634847
2,1e-05,poly,None,2,0.26080849068318085,5.654532432556152
2,1e-05,rbf,None,2,0.44690886493071263,4.202694654464722
2,1e-05,sigmoid,None,2,0.3938196345540137,4.528820276260376
2,0.0001,linear,None,2,0.5590592736825385,3.548391024271647
2,0.0001,poly,None,2,0.18909030539284766,4.930059353510539
2,0.0001,rbf,None,2,0.3650344725952657,5.555427630742391
2,0.0001,sigmoid,None,2,0.5684493260747692,4.380885601043701
2,0.001,linear,None,2,0.5590592736825385,3.554722468058268
2,0.001,poly,None,2,0.19227961569877428,4.858877261479695
2,0.001,rbf,None,2,0.27126109075166793,6.391484022140503
2,0.001,sigmoid,None,2,0.5502313987600443,2.0101284186045327
2,0.01,linear,None,2,0.5590592736825385,3.56209929784139
2,0.01,poly,None,2,0.19227961569877428,4.88214898109436
2,0.01,rbf,None,2,0.2642293672487425,6.1988136768341064
2,0.01,sigmoid,None,2,0.5716544217974237,2.0452469984690347
2,0.1,linear,None,2,0.5590592736825385,3.540995995203654
2,0.1,poly,None,2,0.19227961569877428,4.851904233296712
2,0.1,rbf,None,2,0.26000777578736184,5.859026034673055
2,0.1,sigmoid,None,2,0.3703565817914809,2.6605109373728433
2.5,1e-05,linear,None,2,0.5590592736825385,3.5542612870534263
2.5,1e-05,poly,None,2,0.2619681426289554,5.6182089646657305
2.5,1e-05,rbf,None,2,0.48013361980179664,4.577562729517619
2.5,1e-05,sigmoid,None,2,0.44591512367499603,4.479106585184733
2.5,0.0001,linear,None,2,0.5590592736825385,3.5363308588663735
2.5,0.0001,poly,None,2,0.18859875423973324,4.831346352895101
2.5,0.0001,rbf,None,2,0.36442569223388926,5.571872313817342
2.5,0.0001,sigmoid,None,2,0.5708567123490402,4.641464869181315
2.5,0.001,linear,None,2,0.5590592736825385,3.536708354949951
2.5,0.001,poly,None,2,0.19227961569877428,4.834368785222371
2.5,0.001,rbf,None,2,0.27126109075166793,6.405625184377034
2.5,0.001,sigmoid,None,2,0.5337423709397582,1.9401799043019612
2.5,0.01,linear,None,2,0.5590592736825385,3.662267287572225
2.5,0.01,poly,None,2,0.19227961569877428,4.974923292795817
2.5,0.01,rbf,None,2,0.2642293672487425,6.125635385513306
2.5,0.01,sigmoid,None,2,0.5685563246378559,2.0636202494303384
2.5,0.1,linear,None,2,0.5590592736825385,3.649147113164266
