regularization,gamma,kernel,stopwords,n_grams,err,time
1,0.1,poly,None,1,0.21628313117935452,0.2464605967203776
1,0.1,rbf,None,1,0.2200177021587626,0.22273103396097818
1,0.1,sigmoid,None,1,0.44928766871939496,0.17050639788309732
1.1,1e-05,linear,None,1,0.4959838490649788,0.22357471783955893
1.1,1e-05,poly,None,1,0.09330223652940217,0.21002968152364096
1.1,1e-05,rbf,None,1,0.12932343027809867,0.2139892578125
1.1,1e-05,sigmoid,None,1,0.31641462196190795,0.21638170878092447
1.1,0.0001,linear,None,1,0.4959838490649788,0.2217558224995931
1.1,0.0001,poly,None,1,0.12579351875122066,0.21520098050435385
1.1,0.0001,rbf,None,1,0.3334308208702281,0.21808218955993652
1.1,0.0001,sigmoid,None,1,0.5015525466952382,0.2211761474609375
1.1,0.001,linear,None,1,0.4959838490649788,0.22319157918294272
1.1,0.001,poly,None,1,0.1505003774075576,0.24400877952575684
1.1,0.001,rbf,None,1,0.28468384970094224,0.22852778434753418
1.1,0.001,sigmoid,None,1,0.5089554003995534,0.20278302828470865
1.1,0.01,linear,None,1,0.4959838490649788,0.2216479778289795
1.1,0.01,poly,None,1,0.21628313117935452,0.2426303227742513
1.1,0.01,rbf,None,1,0.23428801388286788,0.25028228759765625
1.1,0.01,sigmoid,None,1,0.5343988459540633,0.16236186027526855
1.1,0.1,linear,None,1,0.4959838490649788,0.2214237848917643
1.1,0.1,poly,None,1,0.21628313117935452,0.24527732531229654
1.1,0.1,rbf,None,1,0.22104524366307163,0.22428170839945474
1.1,0.1,sigmoid,None,1,0.45041168538132076,0.1678903897603353
1.5,1e-05,linear,None,1,0.4959838490649788,0.2218963305155436
1.5,1e-05,poly,None,1,0.09330223652940217,0.20970821380615234
1.5,1e-05,rbf,None,1,0.12932343027809867,0.21438201268513998
1.5,1e-05,sigmoid,None,1,0.31641462196190795,0.21637900670369467
1.5,0.0001,linear,None,1,0.4959838490649788,0.22216248512268066
1.5,0.0001,poly,None,1,0.12689172777009386,0.21639092763264975
1.5,0.0001,rbf,None,1,0.3768828662261709,0.2253727118174235
1.5,0.0001,sigmoid,None,1,0.5016684229793128,0.22420891125996908
1.5,0.001,linear,None,1,0.4959838490649788,0.22060235341389975
1.5,0.001,poly,None,1,0.1510498150640144,0.24201297760009766
1.5,0.001,rbf,None,1,0.28732498194599965,0.22594022750854492
1.5,0.001,sigmoid,None,1,0.4958754208422116,0.20870534578959146
1.5,0.01,linear,None,1,0.4959838490649788,0.22090593973795572
1.5,0.01,poly,None,1,0.21628313117935452,0.24306138356526694
1.5,0.01,rbf,None,1,0.23428801388286788,0.2491929531097412
1.5,0.01,sigmoid,None,1,0.5349130666259906,0.15645225842793783
1.5,0.1,linear,None,1,0.4959838490649788,0.2221074104309082
1.5,0.1,poly,None,1,0.21628313117935452,0.24310859044392905
1.5,0.1,rbf,None,1,0.22104524366307163,0.2237074375152588
1.5,0.1,sigmoid,None,1,0.4381069195817447,0.16446439425150552
2,1e-05,linear,None,1,0.4959838490649788,0.2359596093495687
2,1e-05,poly,None,1,0.09330223652940217,0.20805931091308594
2,1e-05,rbf,None,1,0.13043476721660116,0.21461915969848633
2,1e-05,sigmoid,None,1,0.31641462196190795,0.21757292747497559
2,0.0001,linear,None,1,0.4959838490649788,0.22474098205566406
2,0.0001,poly,None,1,0.12686792781051953,0.2178173065185547
2,0.0001,rbf,None,1,0.4236489130575441,0.22347633043924967
2,0.0001,sigmoid,None,1,0.5017625201640326,0.2251464525858561
2,0.001,linear,None,1,0.4959838490649788,0.22348960240681967
2,0.001,poly,None,1,0.1534258119833549,0.24189090728759766
2,0.001,rbf,None,1,0.29158283344288327,0.2241513729095459
2,0.001,sigmoid,None,1,0.4942774992848041,0.22180565198262533
2,0.01,linear,None,1,0.4959838490649788,0.23340106010437012
2,0.01,poly,None,1,0.21628313117935452,0.24622368812561035
2,0.01,rbf,None,1,0.23428801388286788,0.25032544136047363
2,0.01,sigmoid,None,1,0.5173223250123553,0.15137434005737305
2,0.1,linear,None,1,0.4959838490649788,0.22229456901550293
2,0.1,poly,None,1,0.21628313117935452,0.24411662419637045
2,0.1,rbf,None,1,0.22104524366307163,0.22287829717000326
2,0.1,sigmoid,None,1,0.4401600021632876,0.16294050216674805
2.5,1e-05,linear,None,1,0.4959838490649788,0.2209937572479248
2.5,1e-05,poly,None,1,0.09330223652940217,0.2100829283396403
2.5,1e-05,rbf,None,1,0.1483612948975697,0.21494770050048828
2.5,1e-05,sigmoid,None,1,0.31641462196190795,0.21666344006856283
2.5,0.0001,linear,None,1,0.4959838490649788,0.22192811965942383
2.5,0.0001,poly,None,1,0.12786850840285355,0.2180487314860026
2.5,0.0001,rbf,None,1,0.4418982355953041,0.22374574343363443
2.5,0.0001,sigmoid,None,1,0.49717530892114564,0.22576538721720377
2.5,0.001,linear,None,1,0.4959838490649788,0.22198637326558432
2.5,0.001,poly,None,1,0.15713085490942277,0.24326499303181967
2.5,0.001,rbf,None,1,0.2923609249754878,0.22663108507792154
2.5,0.001,sigmoid,None,1,0.4937926362789636,0.22744115193684897
2.5,0.01,linear,None,1,0.4959838490649788,0.22215533256530762
2.5,0.01,poly,None,1,0.21628313117935452,0.24300161997477213
2.5,0.01,rbf,None,1,0.23428801388286788,0.2512366771697998
2.5,0.01,sigmoid,None,1,0.5203762733563361,0.15087024370829263
2.5,0.1,linear,None,1,0.4959838490649788,0.22073022524515787
2.5,0.1,poly,None,1,0.21628313117935452,0.24310930569966635
2.5,0.1,rbf,None,1,0.22104524366307163,0.22400339444478354
2.5,0.1,sigmoid,None,1,0.4463863363862124,0.16331100463867188
3,1e-05,linear,None,1,0.4959838490649788,0.22436769803365073
3,1e-05,poly,None,1,0.09330223652940217,0.21009699503580728
3,1e-05,rbf,None,1,0.1643373618814319,0.21527822812398276
3,1e-05,sigmoid,None,1,0.31641462196190795,0.2162496248881022
3,0.0001,linear,None,1,0.4959838490649788,0.22035725911458334
3,0.0001,poly,None,1,0.127777073688092,0.21859272321065268
3,0.0001,rbf,None,1,0.4490892487596509,0.22461732228597006
3,0.0001,sigmoid,None,1,0.49599145271916684,0.22821895281473795
3,0.001,linear,None,1,0.4959838490649788,0.22156262397766113
3,0.001,poly,None,1,0.15954239387630728,0.2418809731801351
3,0.001,rbf,None,1,0.2923609249754878,0.2249272664388021
3,0.001,sigmoid,None,1,0.4898127700348274,0.23144777615865073
3,0.01,linear,None,1,0.4959838490649788,0.2206583023071289
3,0.01,poly,None,1,0.21628313117935452,0.24287947018941244
3,0.01,rbf,None,1,0.23428801388286788,0.24899975458780924
3,0.01,sigmoid,None,1,0.5121125051970784,0.1480883757273356
3,0.1,linear,None,1,0.4959838490649788,0.22237197558085123
3,0.1,poly,None,1,0.21628313117935452,0.24312766393025717
3,0.1,rbf,None,1,0.22104524366307163,0.22449429829915366
3,0.1,sigmoid,None,1,0.43930311724213206,0.16210190455118814
0.01,1e-05,linear,None,2,0.41172935603938193,0.371304194132487
0.01,1e-05,poly,None,2,0.17836454057758375,0.36762579282124835
0.01,1e-05,rbf,None,2,0.16420046257958257,0.37146735191345215
0.01,1e-05,sigmoid,None,2,0.4449753354619183,0.3749721050262451
0.01,0.0001,linear,None,2,0.41172935603938193,0.37633291880289715
0.01,0.0001,poly,None,2,0.12920756105039796,0.37027430534362793
0.01,0.0001,rbf,None,2,0.1202666767920695,0.3719513416290283
0.01,0.0001,sigmoid,None,2,0.4389546384534207,0.37407581011454266
0.01,0.001,linear,None,2,0.41172935603938193,0.3720537026723226
0.01,0.001,poly,None,2,0.12689528112040552,0.40358495712280273
0.01,0.001,rbf,None,2,0.22548879354141024,0.3878949483235677
0.01,0.001,sigmoid,None,2,0.5209870255508271,0.37503568331400555
0.01,0.01,linear,None,2,0.41172935603938193,0.37502702077229816
0.01,0.01,poly,None,2,0.1425617019558899,0.4019726912180583
0.01,0.01,rbf,None,2,0.22208960545697964,0.38304972648620605
0.01,0.01,sigmoid,None,2,0.5519311772616821,0.377605676651001
0.01,0.1,linear,None,2,0.41172935603938193,0.3731664816538493
0.01,0.1,poly,None,2,0.1425617019558899,0.4045829772949219
0.01,0.1,rbf,None,2,0.13553794653000228,0.3687082926432292
0.01,0.1,sigmoid,None,2,0.40316859098099617,0.37739864985148114
0.1,1e-05,linear,None,2,0.41172935603938193,0.3721173604329427
0.1,1e-05,poly,None,2,0.17836454057758375,0.36974938710530597
0.1,1e-05,rbf,None,2,0.16420046257958257,0.3722350597381592
0.1,1e-05,sigmoid,None,2,0.4449753354619183,0.3771042029062907
0.1,0.0001,linear,None,2,0.41172935603938193,0.37232168515523273
0.1,0.0001,poly,None,2,0.11766411008618845,0.38821228345235187
0.1,0.0001,rbf,None,2,0.1202666767920695,0.374642292658488
0.1,0.0001,sigmoid,None,2,0.4389546384534207,0.379348357518514
0.1,0.001,linear,None,2,0.41172935603938193,0.37679195404052734
0.1,0.001,poly,None,2,0.1404449978361073,0.40374167760213214
0.1,0.001,rbf,None,2,0.22548879354141024,0.38616307576497394
0.1,0.001,sigmoid,None,2,0.5209870255508271,0.37577064832051593
0.1,0.01,linear,None,2,0.41172935603938193,0.37796608606974286
0.1,0.01,poly,None,2,0.1425617019558899,0.40220848719278973
0.1,0.01,rbf,None,2,0.22208960545697964,0.3853999773661296
0.1,0.01,sigmoid,None,2,0.5786418042784057,0.3670812447865804
0.1,0.1,linear,None,2,0.41172935603938193,0.37294912338256836
0.1,0.1,poly,None,2,0.1425617019558899,0.4143342971801758
0.1,0.1,rbf,None,2,0.1382485727419083,0.37329983711242676
0.1,0.1,sigmoid,None,2,0.45682847410370203,0.3589262167612712
0.25,1e-05,linear,None,2,0.41172935603938193,0.3730479876200358
0.25,1e-05,poly,None,2,0.17836454057758375,0.3820163408915202
0.25,1e-05,rbf,None,2,0.16420046257958257,0.3726636568705241
0.25,1e-05,sigmoid,None,2,0.4449753354619183,0.37944746017456055
0.25,0.0001,linear,None,2,0.41172935603938193,0.370851993560791
0.25,0.0001,poly,None,2,0.12027716554184802,0.3910245895385742
0.25,0.0001,rbf,None,2,0.11662757781751977,0.37728174527486164
0.25,0.0001,sigmoid,None,2,0.4389546384534207,0.376053253809611
0.25,0.001,linear,None,2,0.41172935603938193,0.37508567174275714
0.25,0.001,poly,None,2,0.1404449978361073,0.40576918919881183
0.25,0.001,rbf,None,2,0.22548879354141024,0.3891580104827881
0.25,0.001,sigmoid,None,2,0.5463990084642718,0.37525343894958496
0.25,0.01,linear,None,2,0.41172935603938193,0.37820227940877277
0.25,0.01,poly,None,2,0.1425617019558899,0.40667279561360675
0.25,0.01,rbf,None,2,0.22208960545697964,0.392485777537028
0.25,0.01,sigmoid,None,2,0.5430931198067012,0.35538601875305176
0.25,0.1,linear,None,2,0.41172935603938193,0.37619932492574054
0.25,0.1,poly,None,2,0.1425617019558899,0.40858085950215656
0.25,0.1,rbf,None,2,0.13553794653000228,0.3725256125132243
0.25,0.1,sigmoid,None,2,0.4557533054139427,0.341739018758138
0.5,1e-05,linear,None,2,0.41172935603938193,0.3763328393300374
0.5,1e-05,poly,None,2,0.17836454057758375,0.3691229025522868
0.5,1e-05,rbf,None,2,0.1823616818653424,0.37641390164693195
0.5,1e-05,sigmoid,None,2,0.4449753354619183,0.38059504826863605
0.5,0.0001,linear,None,2,0.41172935603938193,0.3760967254638672
0.5,0.0001,poly,None,2,0.12596399528357105,0.3956747055053711
0.5,0.0001,rbf,None,2,0.13656881792109712,0.379372517267863
0.5,0.0001,sigmoid,None,2,0.4415212217983087,0.3872334162394206
0.5,0.001,linear,None,2,0.41172935603938193,0.37774229049682617
0.5,0.001,poly,None,2,0.1425617019558899,0.40525245666503906
0.5,0.001,rbf,None,2,0.22548879354141024,0.39823023478190106
0.5,0.001,sigmoid,None,2,0.5208199753626844,0.36086463928222656
0.5,0.01,linear,None,2,0.41172935603938193,0.3770410219828288
0.5,0.01,poly,None,2,0.1425617019558899,0.40373698870340985
0.5,0.01,rbf,None,2,0.22208960545697964,0.3845841884613037
0.5,0.01,sigmoid,None,2,0.5426985641181722,0.3218255837758382
0.5,0.1,linear,None,2,0.41172935603938193,0.3752400080362956
0.5,0.1,poly,None,2,0.1425617019558899,0.40732304255167645
0.5,0.1,rbf,None,2,0.1382485727419083,0.3714645703633626
0.5,0.1,sigmoid,None,2,0.43925373073888646,0.3256853421529134
0.75,1e-05,linear,None,2,0.41172935603938193,0.3762235641479492
0.75,1e-05,poly,None,2,0.17836454057758375,0.3689125378926595
0.75,1e-05,rbf,None,2,0.1941047797332789,0.3765107790629069
0.75,1e-05,sigmoid,None,2,0.4449753354619183,0.3771541913350423
0.75,0.0001,linear,None,2,0.41172935603938193,0.379072904586792
0.75,0.0001,poly,None,2,0.12596399528357105,0.3989403247833252
0.75,0.0001,rbf,None,2,0.17705624325575817,0.3784188429514567
0.75,0.0001,sigmoid,None,2,0.48069789775138133,0.3741472562154134
0.75,0.001,linear,None,2,0.41172935603938193,0.37966036796569824
0.75,0.001,poly,None,2,0.1425617019558899,0.41266338030497235
0.75,0.001,rbf,None,2,0.2260317053688332,0.3994612693786621
0.75,0.001,sigmoid,None,2,0.4990370820843088,0.34739255905151367
0.75,0.01,linear,None,2,0.41172935603938193,0.3797601064046224
0.75,0.01,poly,None,2,0.1425617019558899,0.4103540579477946
0.75,0.01,rbf,None,2,0.22265015731860685,0.3868242104848226
0.75,0.01,sigmoid,None,2,0.5283513543295782,0.31316065788269043
0.75,0.1,linear,None,2,0.41172935603938193,0.3741171360015869
0.75,0.1,poly,None,2,0.1425617019558899,0.40372467041015625
0.75,0.1,rbf,None,2,0.1382485727419083,0.3711578845977783
0.75,0.1,sigmoid,None,2,0.4345136392993354,0.3180057207743327
1,1e-05,linear,None,2,0.41172935603938193,0.37660010655721027
1,1e-05,poly,None,2,0.17836454057758375,0.37196509043375653
1,1e-05,rbf,None,2,0.17843065337421263,0.3751688798268636
1,1e-05,sigmoid,None,2,0.4449753354619183,0.3761152426401774
1,0.0001,linear,None,2,0.41172935603938193,0.3754419485727946
1,0.0001,poly,None,2,0.12545587416012122,0.4053778648376465
1,0.0001,rbf,None,2,0.2780530924702159,0.3866130510965983
1,0.0001,sigmoid,None,2,0.4683579606474579,0.3821697235107422
1,0.001,linear,None,2,0.41172935603938193,0.374759038289388
1,0.001,poly,None,2,0.1425617019558899,0.40527892112731934
1,0.001,rbf,None,2,0.24213835289844007,0.41463708877563477
1,0.001,sigmoid,None,2,0.4870828179393862,0.3419939676920573
1,0.01,linear,None,2,0.41172935603938193,0.37637535730997723
1,0.01,poly,None,2,0.1425617019558899,0.41234397888183594
1,0.01,rbf,None,2,0.22308343991580304,0.3885035514831543
1,0.01,sigmoid,None,2,0.5267307012610621,0.3073726495107015
1,0.1,linear,None,2,0.41172935603938193,0.3766922156016032
1,0.1,poly,None,2,0.1425617019558899,0.4045713742574056
1,0.1,rbf,None,2,0.1382597624947057,0.37566328048706055
1,0.1,sigmoid,None,2,0.4276872115366341,0.3166512648264567
1.1,1e-05,linear,None,2,0.41172935603938193,0.3754895528157552
1.1,1e-05,poly,None,2,0.17836454057758375,0.3761603832244873
1.1,1e-05,rbf,None,2,0.16968940404371488,0.37333114941914874
1.1,1e-05,sigmoid,None,2,0.4449753354619183,0.37941567103068036
1.1,0.0001,linear,None,2,0.41172935603938193,0.3737099965413411
1.1,0.0001,poly,None,2,0.12495652408241613,0.3957153956095378
1.1,0.0001,rbf,None,2,0.28647950239511016,0.3868092695871989
1.1,0.0001,sigmoid,None,2,0.4663879135096061,0.38619303703308105
1.1,0.001,linear,None,2,0.41172935603938193,0.3770105838775635
1.1,0.001,poly,None,2,0.1425617019558899,0.4038480917612712
1.1,0.001,rbf,None,2,0.24538175220097758,0.41406838099161786
1.1,0.001,sigmoid,None,2,0.4886557362915487,0.3378891944885254
1.1,0.01,linear,None,2,0.41172935603938193,0.37492529551188153
1.1,0.01,poly,None,2,0.1425617019558899,0.4073166847229004
1.1,0.01,rbf,None,2,0.2246312071775559,0.3947336673736572
1.1,0.01,sigmoid,None,2,0.5256994046699099,0.300688902537028
1.1,0.1,linear,None,2,0.41172935603938193,0.3794049421946208
1.1,0.1,poly,None,2,0.1425617019558899,0.4061339696248372
1.1,0.1,rbf,None,2,0.1382597624947057,0.3764642874399821
1.1,0.1,sigmoid,None,2,0.4349360561482931,0.3255874315897624
1.5,1e-05,linear,None,2,0.41172935603938193,0.37432289123535156
1.5,1e-05,poly,None,2,0.17836454057758375,0.36736464500427246
1.5,1e-05,rbf,None,2,0.15742693442828637,0.37694565455118817
1.5,1e-05,sigmoid,None,2,0.44499145054494665,0.3748439947764079
1.5,0.0001,linear,None,2,0.41172935603938193,0.37386488914489746
1.5,0.0001,poly,None,2,0.12444559347903177,0.3994506200154622
1.5,0.0001,rbf,None,2,0.3063140873188816,0.3834223747253418
1.5,0.0001,sigmoid,None,2,0.4653043524832014,0.3854242165883382
1.5,0.001,linear,None,2,0.41172935603938193,0.37474997838338214
1.5,0.001,poly,None,2,0.1425617019558899,0.4075525601704915
1.5,0.001,rbf,None,2,0.24538175220097758,0.41796406110127765
1.5,0.001,sigmoid,None,2,0.47555311683025786,0.34189295768737793
1.5,0.01,linear,None,2,0.41172935603938193,0.37366334597269696
1.5,0.01,poly,None,2,0.1425617019558899,0.40950965881347656
1.5,0.01,rbf,None,2,0.2246312071775559,0.38994566599527997
1.5,0.01,sigmoid,None,2,0.5200541257944925,0.2953006426493327
1.5,0.1,linear,None,2,0.41172935603938193,0.3743530909220378
1.5,0.1,poly,None,2,0.1425617019558899,0.40519388516743976
1.5,0.1,rbf,None,2,0.1382597624947057,0.3745883305867513
1.5,0.1,sigmoid,None,2,0.4217706940621573,0.3066323598225911
2,1e-05,linear,None,2,0.41172935603938193,0.37501096725463867
2,1e-05,poly,None,2,0.17836454057758375,0.3714175224304199
2,1e-05,rbf,None,2,0.1744201681330678,0.38529475529988605
2,1e-05,sigmoid,None,2,0.46855291301766105,0.3846271832784017
2,0.0001,linear,None,2,0.41172935603938193,0.3752656777699788
2,0.0001,poly,None,2,0.12496921751623206,0.3992593288421631
2,0.0001,rbf,None,2,0.3127748076583534,0.3862556616465251
2,0.0001,sigmoid,None,2,0.4661680759396651,0.3845056692759196
2,0.001,linear,None,2,0.41172935603938193,0.3744924068450928
2,0.001,poly,None,2,0.1425617019558899,0.4032015800476074
2,0.001,rbf,None,2,0.24538175220097758,0.41812435785929364
2,0.001,sigmoid,None,2,0.4741724748956642,0.3200066089630127
2,0.01,linear,None,2,0.41172935603938193,0.37381307284037274
2,0.01,poly,None,2,0.1425617019558899,0.4067082405090332
2,0.01,rbf,None,2,0.2246312071775559,0.3909730116526286
2,0.01,sigmoid,None,2,0.5208386166788226,0.29410632451375324
2,0.1,linear,None,2,0.41172935603938193,0.37361828486124676
2,0.1,poly,None,2,0.1425617019558899,0.40552639961242676
2,0.1,rbf,None,2,0.1382597624947057,0.37259189287821454
2,0.1,sigmoid,None,2,0.4175570417185077,0.30144333839416504
2.5,1e-05,linear,None,2,0.41172935603938193,0.37453969319661456
2.5,1e-05,poly,None,2,0.17836454057758375,0.37043269475301105
2.5,1e-05,rbf,None,2,0.22982031601585215,0.38306570053100586
2.5,1e-05,sigmoid,None,2,0.4491791457036391,0.3805544376373291
2.5,0.0001,linear,None,2,0.41172935603938193,0.3737936814626058
2.5,0.0001,poly,None,2,0.12496921751623206,0.40116461118062335
2.5,0.0001,rbf,None,2,0.31373843020511855,0.38681872685750324
2.5,0.0001,sigmoid,None,2,0.46657339975588163,0.38683168093363446
2.5,0.001,linear,None,2,0.41172935603938193,0.37528371810913086
2.5,0.001,poly,None,2,0.1425617019558899,0.4035173257191976
