hidden_layers,hidden_size,learning_rate,stopwords,ngrams,err,time
100,10,0.1,None,2,0.39695481193365983,7.467020750045776
100,10,0.5,None,2,0.4013587001807127,3.9817240238189697
100,10,1,None,2,0.35370569766680277,3.9984681606292725
100,100,0.01,None,2,0.40430512521220857,26.37247904141744
100,100,0.05,None,2,0.39781583361153255,14.292364517847696
100,100,0.1,None,2,0.34595307198679404,6.203808943430583
100,100,0.5,None,2,0.3843442642048813,3.9496782620747886
100,100,1,None,2,0.36786364666947646,3.9608825047810874
100,1000,0.01,None,2,0.41231474300236926,32.562120040257774
100,1000,0.05,None,2,0.4034002482419193,11.014429410298666
100,1000,0.1,None,2,0.3702520314605011,7.352749506632487
100,1000,0.5,None,2,0.35965726946939597,4.108963966369629
100,1000,1,None,2,0.32406789390485524,4.062041441599528
1000,1,0.01,None,2,0.38300633849489607,24.70370904604594
1000,1,0.05,None,2,0.3543260095084619,9.17830459276835
1000,1,0.1,None,2,0.36621222653429325,6.079537709554036
1000,1,0.5,None,2,0.3775172709776411,3.9830764134724936
1000,1,1,None,2,0.3587996242925134,4.0136369069417315
1000,10,0.01,None,2,0.40998925159335636,28.87817136446635
1000,10,0.05,None,2,0.37603151837672916,8.764943361282349
1000,10,0.1,None,2,0.3917172983040061,6.119930664698283
1000,10,0.5,None,2,0.3879912227892522,4.012569824854533
1000,10,1,None,2,0.31573027519712543,3.9755238691965737
1000,100,0.01,None,2,0.38931584569860594,22.363433758417766
1000,100,0.05,None,2,0.3869718884246394,12.45432217915853
1000,100,0.1,None,2,0.3416040765363868,7.146070798238118
1000,100,0.5,None,2,0.34224050545692236,3.979732354482015
1000,100,1,None,2,0.2956904451007141,4.002366224924724
1000,1000,0.01,None,2,0.38841120480291264,26.127976576487224
1000,1000,0.05,None,2,0.40408762341758714,12.697620312372843
1000,1000,0.1,None,2,0.3762706337311778,7.793893098831177
1000,1000,0.5,None,2,0.3511805031049098,5.620768229166667
1000,1000,1,None,2,0.3221333965653592,5.495919307072957
1,1,0.01,english,1,0.43943669383575723,11.939124345779419
1,1,0.05,english,1,0.4490404102902416,5.264743725458781
1,1,0.1,english,1,0.45090520937797357,3.6261026859283447
1,1,0.5,english,1,0.4064842953174856,1.4677399794260662
1,1,1,english,1,0.37932804213911614,1.4490703741709392
1,10,0.01,english,1,0.44745441770555744,11.82684556643168
1,10,0.05,english,1,0.4555403140460326,6.727130015691121
1,10,0.1,english,1,0.45479145081522615,3.178843339284261
1,10,0.5,english,1,0.416633554706451,1.461007038752238
1,10,1,english,1,0.38645846379020976,1.4628156820933025
1,100,0.01,english,1,0.4320662835205016,11.220333099365234
1,100,0.05,english,1,0.4424361490494313,4.458117087682088
1,100,0.1,english,1,0.4488537720369186,3.401374101638794
1,100,0.5,english,1,0.4231612426543805,1.4910515944163005
1,100,1,english,1,0.3701819886717221,1.4562222162882488
1,1000,0.01,english,1,0.4298612618027055,11.793576320012411
1,1000,0.05,english,1,0.4598243917778451,5.049015998840332
1,1000,0.1,english,1,0.4465637578585999,3.023590644200643
1,1000,0.5,english,1,0.42329464896040775,1.4636547565460205
1,1000,1,english,1,0.3905392837514383,1.457411289215088
10,1,0.01,english,1,0.42895372556338573,11.787463744481405
10,1,0.05,english,1,0.4513750760564748,5.906205018361409
10,1,0.1,english,1,0.4485381228144094,2.9248550732930503
10,1,0.5,english,1,0.4162921460309643,1.4551209608713787
10,1,1,english,1,0.3842480928667753,1.4583306312561035
10,10,0.01,english,1,0.4387178829555077,11.840404987335205
10,10,0.05,english,1,0.4513846402715502,5.548319419225057
10,10,0.1,english,1,0.4222218494484733,2.7859363555908203
10,10,0.5,english,1,0.4148005173057225,1.5189629395802815
10,10,1,english,1,0.4190208914116154,1.4514840443929036
10,100,0.01,english,1,0.4522854262690214,11.887422323226929
10,100,0.05,english,1,0.4494861844349171,4.344046990076701
10,100,0.1,english,1,0.4583767636868384,3.8118900458017984
10,100,0.5,english,1,0.4336653852966407,1.4691036542256672
10,100,1,english,1,0.4149286206219083,1.4692161083221436
10,1000,0.01,english,1,0.44763107017236203,11.86129387219747
10,1000,0.05,english,1,0.4514004978756061,5.649040937423706
10,1000,0.1,english,1,0.46206100564332636,3.420970598856608
10,1000,0.5,english,1,0.4147315543037588,1.4792819023132324
10,1000,1,english,1,0.3850161566897923,1.4724422295888264
100,1,0.01,english,1,0.44719984620068165,11.85859195391337
100,1,0.05,english,1,0.4542335967494749,5.408755938212077
100,1,0.1,english,1,0.45713254043216955,3.181116978327433
100,1,0.5,english,1,0.40134855159803734,1.4654136498769124
100,1,1,english,1,0.3695877643066148,1.4742449919382732
100,10,0.01,english,1,0.4399140827773125,11.898778676986694
100,10,0.05,english,1,0.45549392853228515,6.029972632726033
100,10,0.1,english,1,0.44070949207252913,3.572042942047119
100,10,0.5,english,1,0.3909865834615876,1.785802682240804
100,10,1,english,1,0.3857189731718125,1.4718286196390789
100,100,0.01,english,1,0.44496889351921975,11.830003420511881
100,100,0.05,english,1,0.4573859580959252,5.79004693031311
100,100,0.1,english,1,0.4483331459361127,3.5081185499827066
100,100,0.5,english,1,0.3891463913979553,1.4768051306406658
100,100,1,english,1,0.4186427613904789,1.4781965414683025
100,1000,0.01,english,1,0.4365078777034868,11.106980323791504
100,1000,0.05,english,1,0.44835358894410704,4.731070677439372
100,1000,0.1,english,1,0.4418126723786319,2.9227166970570884
100,1000,0.5,english,1,0.42105334211545586,1.4744364420572917
100,1000,1,english,1,0.3738576499023327,1.4877764383951824
1000,1,0.01,english,1,0.44108989080827166,11.91015068689982
1000,1,0.05,english,1,0.45536078683675374,4.80929700533549
1000,1,0.1,english,1,0.45076746580683275,3.124700943628947
1000,1,0.5,english,1,0.4042124360315273,1.5339446862538655
1000,1,1,english,1,0.3670510847028523,1.5302602450052898
1000,10,0.01,english,1,0.43553731493915954,11.967318375905355
1000,10,0.05,english,1,0.4495403435637128,5.764829317728679
1000,10,0.1,english,1,0.4422620221711326,3.3652440706888833
1000,10,0.5,english,1,0.3670662433891112,1.52601957321167
1000,10,1,english,1,0.3637470655208764,1.5172460079193115
1000,100,0.01,english,1,0.4396759337676614,11.914026021957397
1000,100,0.05,english,1,0.44416659661868224,5.8330880006154375
1000,100,0.1,english,1,0.45219883765574487,4.03548804918925
1000,100,0.5,english,1,0.39540295865325725,1.5394283930460613
1000,100,1,english,1,0.37196584866854737,1.524137020111084
1000,1000,0.01,english,1,0.4282323641206947,13.411408344904581
1000,1000,0.05,english,1,0.4536239555475601,7.8203286329905195
1000,1000,0.1,english,1,0.452553207832224,4.564881801605225
1000,1000,0.5,english,1,0.4159256394980499,2.009570280710856
1000,1000,1,english,1,0.36930412544041125,4.8012880484263105
1,1,0.01,english,2,0.42246484525228567,31.770889123280842
1,1,0.05,english,2,0.41128148505378687,10.000386953353882
1,1,0.1,english,2,0.4239164434780655,5.869616190592448
1,1,0.5,english,2,0.407858145613863,3.1227680842081704
1,1,1,english,2,0.3993657132584949,3.0807209809621177
1,10,0.01,english,2,0.38889095461208645,21.816827694574993
1,10,0.05,english,2,0.4034455441743161,12.940913359324137
1,10,0.1,english,2,0.42607715087114656,7.679489771525065
1,10,0.5,english,2,0.38664811998655635,3.0833268960316977
1,10,1,english,2,0.38343527457780296,3.0821797053019204
1,100,0.01,english,2,0.4151270513648364,19.72254689534505
1,100,0.05,english,2,0.4303682574619006,12.129814306894938
1,100,0.1,english,2,0.4267564145625997,8.643858909606934
1,100,0.5,english,2,0.4138496864266575,3.0901180108388266
1,100,1,english,2,0.3809521849729789,3.080960988998413
1,1000,0.01,english,2,0.4097503179800219,24.8985812664032
1,1000,0.05,english,2,0.41111998437791963,10.15256675084432
1,1000,0.1,english,2,0.43005620774438164,8.19322101275126
1,1000,0.5,english,2,0.3946030569097592,3.0853302478790283
1,1000,1,english,2,0.39691753678135916,3.082021156946818
10,1,0.01,english,2,0.413897322592782,24.726963758468628
10,1,0.05,english,2,0.43521572699586947,12.516474723815918
10,1,0.1,english,2,0.4311650698101805,9.394153038660685
10,1,0.5,english,2,0.41459872931973035,3.0849839051564536
10,1,1,english,2,0.4033108170991104,3.0828019777933755
10,10,0.01,english,2,0.4142635967245362,24.816060940424602
10,10,0.05,english,2,0.42334574802601765,16.283795913060505
10,10,0.1,english,2,0.444590845395967,8.370728333791098
10,10,0.5,english,2,0.3835482243585194,3.095452626546224
10,10,1,english,2,0.38384268499523655,3.07967472076416
10,100,0.01,english,2,0.4180998718984905,25.12662100791931
10,100,0.05,english,2,0.4203376496394533,7.7036186059316
10,100,0.1,english,2,0.4240146612891942,7.872734308242798
10,100,0.5,english,2,0.4220471533084198,3.101621389389038
10,100,1,english,2,0.39139204428691166,3.09905997912089
10,1000,0.01,english,2,0.41094287282964315,19.820216417312622
10,1000,0.05,english,2,0.4354800487834314,15.394869009653727
10,1000,0.1,english,2,0.43773027644680357,9.418101867039999
10,1000,0.5,english,2,0.40489475151366133,3.163540999094645
10,1000,1,english,2,0.41501684895872293,3.1335557301839194
100,1,0.01,english,2,0.4224746755309816,22.693525950113933
100,1,0.05,english,2,0.42620224865367673,11.797491629918417
100,1,0.1,english,2,0.4259059318488307,6.541604518890381
100,1,0.5,english,2,0.4078679540144359,3.0971999963124595
100,1,1,english,2,0.37493408676193335,3.088851054509481
100,10,0.01,english,2,0.43249707652905833,24.736977974573772
100,10,0.05,english,2,0.4444145929196813,18.101104418436687
100,10,0.1,english,2,0.426477530552249,9.589285532633463
100,10,0.5,english,2,0.39739038843196606,3.0919812520345054
100,10,1,english,2,0.38684989554824395,3.1223493417104087
100,100,0.01,english,2,0.41995622747638056,22.464968760808308
100,100,0.05,english,2,0.4325146769749406,8.718534072240194
100,100,0.1,english,2,0.38253268505307286,6.253583033879598
100,100,0.5,english,2,0.38927769931975975,3.1349829832712808
100,100,1,english,2,0.3860580989374253,3.1387500762939453
100,1000,0.01,english,2,0.4210826861770767,24.551879008611042
100,1000,0.05,english,2,0.43159264789342117,9.602138042449951
100,1000,0.1,english,2,0.4517810386301467,5.960966110229492
100,1000,0.5,english,2,0.3997454387197566,3.2234444618225098
100,1000,1,english,2,0.3478670110447956,3.2796339988708496
1000,1,0.01,english,2,0.431700687077897,24.880942583084106
1000,1,0.05,english,2,0.420469159040106,13.664683024088541
1000,1,0.1,english,2,0.4088661141940823,7.076388597488403
1000,1,0.5,english,2,0.41788034122929835,3.1445396741231284
1000,1,1,english,2,0.38334691584424413,3.16655166943868
1000,10,0.01,english,2,0.4043472823840191,24.934902270634968
1000,10,0.05,english,2,0.4103760907572864,6.447185118993123
1000,10,0.1,english,2,0.4552042752100503,6.007649342219035
1000,10,0.5,english,2,0.39314183236478356,3.169311285018921
1000,10,1,english,2,0.37294180466921495,3.1596208413441977
1000,100,0.01,english,2,0.41505513426360774,21.0931875705719
1000,100,0.05,english,2,0.42597899941774053,17.998238404591877
1000,100,0.1,english,2,0.42880023152431895,6.9484067757924395
1000,100,0.5,english,2,0.4149895957522091,3.205594857533773
1000,100,1,english,2,0.3683294336700625,3.2380831241607666
1000,1000,0.01,english,2,0.4237772066669688,23.751055320103962
1000,1000,0.05,english,2,0.4340360799667297,22.877890745798748
1000,1000,0.1,english,2,0.4150930834697854,6.161468903223674
1000,1000,0.5,english,2,0.40433458879947776,4.008168776830037
1000,1000,1,english,2,0.35695684917379095,4.418380896250407
