hidden_layers,hidden_size,learning_rate,stopwords,ngrams,err,time
100,100,0.05,english,1,0.5926879302188478,16.54786245028178
100,100,0.1,english,1,0.5745067747041436,13.7097806930542
100,100,0.5,english,1,0.4815372214342224,9.42608094215393
100,100,1,english,1,0.4731649146312193,15.114183823267618
100,1000,0.01,english,1,0.5912725224815352,51.96248205502828
100,1000,0.05,english,1,0.582711098197452,18.731021722157795
100,1000,0.1,english,1,0.5802959317751881,14.7872842947642
100,1000,0.5,english,1,0.5006069559022676,14.399998426437378
100,1000,1,english,1,0.4648439620915455,15.417561769485474
1000,1,0.01,english,1,0.5922159489409476,51.90263803799947
1000,1,0.05,english,1,0.5876673984743871,17.26950701077779
1000,1,0.1,english,1,0.5820984510141076,13.70935320854187
1000,1,0.5,english,1,0.47854656323973344,12.384865681330362
1000,1,1,english,1,0.45248434544942606,12.672189950942993
1000,10,0.01,english,1,0.5919748483502503,51.93933995564779
1000,10,0.05,english,1,0.5830457679900198,15.54360834757487
1000,10,0.1,english,1,0.5867046705798745,13.767728328704834
1000,10,0.5,english,1,0.4825922584994517,14.848639408747355
1000,10,1,english,1,0.47475505663231043,14.921030839284262
1000,100,0.01,english,1,0.5988307655234779,53.99528042475382
1000,100,0.05,english,1,0.5917556095458424,17.769041617711384
1000,100,0.1,english,1,0.5825715591820987,13.803970257441202
1000,100,0.5,english,1,0.4847214621250404,11.611219962437948
1000,100,1,english,1,0.4163104284826971,16.75495990117391
1000,1000,0.01,english,1,0.5886521463812971,54.49225171407064
1000,1000,0.05,english,1,0.5884385429713676,17.9224005540212
1000,1000,0.1,english,1,0.5696144032363418,18.467992305755615
1000,1000,0.5,english,1,0.4786732594395708,14.430014689763388
1000,1000,1,english,1,0.3719404356524687,9.935149113337198
1,1,0.01,english,2,0.5847408125066439,116.3785096804301
1,1,0.05,english,2,0.5826427551031931,80.53151377042134
1,1,0.1,english,2,0.5750404410199065,51.17947165171305
1,1,0.5,english,2,0.4885379590059579,33.246851444244385
1,1,1,english,2,0.3928696931178301,28.075928052266438
1,10,0.01,english,2,0.5845582696877472,116.12478423118591
1,10,0.05,english,2,0.591591355996256,57.33032464981079
1,10,0.1,english,2,0.5756881429469469,41.22836995124817
1,10,0.5,english,2,0.4692044008964698,33.00217707951864
1,10,1,english,2,0.4300572356939438,30.272281964619953
1,100,0.01,english,2,0.5876461465592993,117.02578957875569
1,100,0.05,english,2,0.5867579632465681,65.7032806078593
1,100,0.1,english,2,0.5863502584630491,35.90043441454569
1,100,0.5,english,2,0.46846619283153385,23.391766627629597
1,100,1,english,2,0.44339268879731003,33.1820543607076
1,1000,0.01,english,2,0.5862724068740972,116.78721531232198
1,1000,0.05,english,2,0.5841576485547724,62.01082626978556
1,1000,0.1,english,2,0.5737097037016825,39.44329889615377
1,1000,0.5,english,2,0.460818427303157,37.298787673314415
1,1000,1,english,2,0.39590816575112314,32.31354149182638
10,1,0.01,english,2,0.5891457317566956,117.40523529052734
10,1,0.05,english,2,0.5839534413941146,80.42701864242554
10,1,0.1,english,2,0.5768607004618808,62.22004842758179
10,1,0.5,english,2,0.477547565551873,28.8753346602122
10,1,1,english,2,0.46017060582165836,28.01776695251465
10,10,0.01,english,2,0.5853783231454339,116.92816964785258
10,10,0.05,english,2,0.5924332541325256,66.49531110127766
10,10,0.1,english,2,0.576003217011194,42.889440377553306
10,10,0.5,english,2,0.479331576658252,32.0201887289683
10,10,1,english,2,0.4443078500872358,28.82613666852315
10,100,0.01,english,2,0.5854631149856218,116.90477697054546
10,100,0.05,english,2,0.5857548557409574,70.39974188804626
10,100,0.1,english,2,0.5675340597271094,51.34504898389181
10,100,0.5,english,2,0.48794753543941133,29.7440443833669
10,100,1,english,2,0.4378728191757606,39.078303734461464
10,1000,0.01,english,2,0.5828809942130836,116.9858911037445
10,1000,0.05,english,2,0.5883109958578692,65.48795501391093
10,1000,0.1,english,2,0.5789982844230742,39.8288509051005
10,1000,0.5,english,2,0.4574028549178049,38.77968660990397
10,1000,1,english,2,0.44189998080246057,20.99618935585022
100,1,0.01,english,2,0.5755484929109133,116.50958561897278
100,1,0.05,english,2,0.5885600722833253,65.35334595044453
100,1,0.1,english,2,0.5727452404251174,49.04932006200155
100,1,0.5,english,2,0.4754593682149019,25.739383618036907
100,1,1,english,2,0.4366963157038109,34.19225271542867
100,10,0.01,english,2,0.5810630827547535,116.46340409914653
100,10,0.05,english,2,0.5964626046036503,78.26100166638692
100,10,0.1,english,2,0.5767551106382239,44.06116755803426
100,10,0.5,english,2,0.478807342314762,57.499741315841675
100,10,1,english,2,0.4333671717886241,33.15956425666809
100,100,0.01,english,2,0.5849336881244335,116.76548830668132
100,100,0.05,english,2,0.5886265584766779,77.78808943430583
100,100,0.1,english,2,0.574289621271169,50.54343795776367
100,100,0.5,english,2,0.4690768938248066,31.18849976857503
100,100,1,english,2,0.4020113046902321,31.288440545399983
100,1000,0.01,english,2,0.5819450602262973,119.00951997439067
100,1000,0.05,english,2,0.5825422594589005,63.50616463025411
100,1000,0.1,english,2,0.5723716010716555,47.87337644894918
100,1000,0.5,english,2,0.48100034186553237,41.40802534421285
100,1000,1,english,2,0.4558659853336984,26.418965657552082
1000,1,0.01,english,2,0.5884937381495278,116.73760334650676
1000,1,0.05,english,2,0.5864103395094872,69.85539102554321
1000,1,0.1,english,2,0.5783709394326522,58.45955443382263
1000,1,0.5,english,2,0.4846327765626625,33.40150539080302
1000,1,1,english,2,0.4394995716086035,21.952376047770183
1000,10,0.01,english,2,0.5953638841542093,116.93552645047505
1000,10,0.05,english,2,0.5895506684548993,83.47740324338277
1000,10,0.1,english,2,0.5764930403846994,60.648539225260414
1000,10,0.5,english,2,0.4860237224743542,31.012264649073284
1000,10,1,english,2,0.4537424683708988,37.04349191983541
1000,100,0.01,english,2,0.5829044235193354,118.52590918540955
1000,100,0.05,english,2,0.5855872103351103,84.45934859911601
1000,100,0.1,english,2,0.5701310675661846,55.415525913238525
1000,100,0.5,english,2,0.44580317402587744,30.35096510251363
1000,100,1,english,2,0.40525126875127787,29.742739995320637
1000,1000,0.01,english,2,0.5782794631401408,132.16193294525146
1000,1000,0.05,english,2,0.5814029798657946,71.53775668144226
1000,1000,0.1,english,2,0.576228654466858,48.164950370788574
1000,1000,0.5,english,2,0.4268638387184403,29.699525038401287
1000,1000,1,english,2,0.3999295385640204,31.284469604492188
